	P0_rep1	P0_rep2	AB_rep1	AB_rep2	P1_rep1	P1_rep2
F10E9.13	0	0	0	0	0	0
F10E9.14	0	0	0	0	0	0
F10E9.15	0	0	0	0	0	0
F10E9.16	0	0	0	0	0	0
F10E9.17	0	0	0	0	0	0
F10E9.18	0	0	0	0	0	0
F10E9.19	0	0	0	0	0	0
F10E9.2	3.75	3.81	1.55	1.1	4.85	2.45
F10E9.20	0	0	0	0	0	0
F10E9.21	0	0	0	0	0	0
F10E9.22	0	0	0	0	0	0
F10E9.3	222.2	308.25	166.95	290.36	295.33	234.88
F10E9.4	251.35	305.62	150.33	109.23	202.28	124.78
F10E9.5	241.83	259.95	298.34	147.1	266.2	174.94
F10E9.7	132.46	138.17	134.48	60.38	38.84	50.77
F10F2.10	0	0	0	0	0	0
F10F2.11	0	0	0	0	0	0
F10F2.12	0	0	0	0	0	0
F10F2.13	0	0	0	0	0	0
F10F2.14	0	0	0	0	0	0
F10F2.15	0	0	0	0	0	0
F10F2.16	0	0	0	0	0	0
F10F2.2	0	0	0	0	0	0
F10F2.4	0	0	0	0	0	0
F10G2.1	0	0	0	0	0	0
F10G2.2	4.04	0	0	0	0	0
F10G2.4	43.29	113	50.62	13.72	0	0
F10G2.7	0	0	0	0	0	0
F10G7.10	82.53	35.13	136.8	148.2	14.16	141.3
F10G7.12	0	0	0	0	0	0
F10G7.5	58	115.34	21.64	43.36	44.1	91.75
F10G7.6	0	0	0	0	0	0
F10G7.9	226.24	201.69	214.09	156.98	91.84	215.92
F10G8.1	0	0	0	0	0	0
F10G8.10	0	0	0	0	0	0
F10G8.11	0	0	0	0	0	0
F10G8.12	0	0	0	0	0	0
F10G8.2	0	0	0	0	0	0
F10G8.6	24.82	85.19	138.74	15.37	226.56	64.23
F10G8.8	0.29	7.32	31.3	13.17	0.4	0
F10G8.9	35.78	88.11	65.31	91.12	0	70.34
F11A1.11	0	0	0	0	0	0
F11A1.12	0	0	0	0	0	0
F11A1.13	0	0	0	0	0	0
F11A1.14	0	0	0	0	0	0
F11A1.2	0	0	0	0	0	0
F11A1.t1	0	0	0	0	0	0
F11A1.t2	0	0	0	0	0	0
F11A10.5	567.05	478.62	263.56	444.05	232.22	566.41
F11A10.6	5.19	37.47	0	79.59	40.05	138.85
F11A10.7	98.98	101.58	81.15	38.42	12.54	99.09
F11A10.9	0	0	0	0	0	0
F11A3.2	90.61	148.71	0	59.28	21.44	137.63
F11A3.3	0	0	0	0	0	0
F11A3.4	0	0	0	0	0	0
F11A5.13	0	0	0	0	0	0
F11A5.14	0	0	0	0	0	0
F11A5.15	0	0	0	0	0	0
F11A5.16	0	0	0	0	0	0
F11A5.17	0	0	0	0	0	0
F11A5.18	0	0	0	0	0	0
F11A5.19	0	0	0	0	0	0
F11A5.20	0	0	0	0	0	0
F11A5.3	0	0	0	0	0	0
F11A5.4	0	0	0	0	0	0
F11A5.5	0	0	0	0	0	0
F11A5.6	0	0	0	0	0	0
F11A5.7	0	0	0	0	0	0
F11A5.9	25.39	52.11	0	90.02	0.4	11.01
F11A5.t1	0	0	0	0	0	0
F11A6.10	0	0	0	0	0	0
F11A6.11	0	0	0	0	0	0
F11A6.12	0	0	0	0	0	0
F11A6.13	0	0	0	0	0	0
F11A6.14	0	0	0	0	0	0
F11A6.3	0	0	0	0	0	0
F11A6.4	0	0	0	0	0	0
F11A6.5	0	0	0	0	0	0
F11A6.6	0	0	0	0	0	0
F11A6.7	0	0	0	0	0	0
F11A6.8	0	0	0	0	0	0
F11A6.9	0	0	0	0	0	0
F11C1.1	44.73	17.27	17.78	3.84	2.43	1.22
F11C1.10	0	0	0	0	0	0
F11C1.11	0	0	0	0	0	0
F11C1.12	0	0	0	0	0	0
F11C1.13	0	0	0	0	0	0
F11C1.14	0	0	0	0	0	0
F11C1.15	0	0	0	0	0	0
F11C1.16	0	0	0	0	0	0
F11C1.4	0	0	0	0	0	0
F11C1.5	125.53	131.44	25.89	176.74	0	107.04
F11C1.7	21.35	37.18	33.23	25.25	0	51.38
F11C1.9	0	0	0	0	0	0
F11C3.1	1.44	0	0	0	0	0
F11C7.2	0	0	0	0	0	0
F11C7.6	0	2.93	0	0	0	0
F11C7.7	0	0	0	0	0	0
F11C7.8	0	0	0	0	0	0
F11C7.9	0	0	0	0	0	0
F11D11.12	0	0	0	0	0	0
F11D11.13	0	0	0	0	0	0
F11D11.15	0	0	0	0	0	0
F11D11.16	0	0	0	0	0	0
F11D11.17	0	0	0	0	0	0
F11D11.18	0	0	0	0	0	0
F11D11.19	0	0	0	0	0	0
F11D11.20	0	0	0	0	0	0
F11D11.3	0	0	0	0	0	0
F11D11.4	0	0	0	0	0	0
F11D11.6	0	0	0	0	0	0
F11D5.1	0	34.84	0	16.47	0	51.38
F11D5.10	0	0	0	0	0	0
F11D5.11	0	0	0	0	0	0
F11D5.12	0	0	0	0	0	0
F11D5.13	0	0	0	0	0	0
F11D5.14	0	0	0	0	0	0
F11D5.15	0	0	0	0	0	0
F11D5.16	0	0	0	0	0	0
F11D5.17	0	0	0	0	0	0
F11D5.18	0	0	0	0	0	0
F11D5.19	0	0	0	0	0	0
F11D5.20	0	0	0	0	0	0
F11D5.21	0	0	0	0	0	0
F11D5.22	0	0	0	0	0	0
F11D5.23	0	0	0	0	0	0
F11D5.24	0	0	0	0	0	0
F11D5.25	0	0	0	0	0	0
F11D5.26	0	0	0	0	0	0
F11D5.27	0	0	0	0	0	0
F11D5.28	0	0	0	0	0	0
F11D5.29	0	0	0	0	0	0
F11D5.30	0	0	0	0	0	0
F11D5.31	0	0	0	0	0	0
F11D5.32	0	0	0	0	0	0
F11D5.33	0	0	0	0	0	0
F11D5.34	0	0	0	0	0	0
F11D5.35	0	0	0	0	0	0
F11D5.5	0	0	0	0	0	0
F11D5.6	0	0	0	0	0	0
F11D5.7	0	0	0	0	0	0
F11D5.8	0	0	0	0	0	0
F11D5.9	0	0	0	0	0	0
F11E6.1	0	0	0	0	0	0
F11E6.10	0	0	0	0	0	0
F11E6.11	0	0	0	0	0	0
F11E6.19	0	0	0	0	0	0
F11E6.20	0	0	0	0	0	0
F11E6.21	0	0	0	0	0	0
F11E6.3	0	0	0	0	0	0
F11E6.4	0	0	0	0	0	0
F11E6.6	0	0	0	0.55	0	0
F11E6.7	355.82	436.47	508.57	703.68	467.68	745.63
F11E6.8	0	0	0	0	0	0
F11E6.9	0	0	0	0	0	0
F11F1.1	0	0	0	0	0	0
F11F1.4	0	0	0	0	0	0
F11F1.5	0	0	0	0	0	0
F11F1.8	0	0	0	0	0	0
F11G11.13	0	0	0	0	0	0
F11G11.14	0	0	0	0	0	0
F11G11.4	0	0	0	0	0	0
F11G11.5	314.84	257.9	293.32	221.75	163.85	159.04
F11G11.9	0	0	0	0	0	0
F11H8.5	0	0	0	0	0	0
F11H8.6	0	0	0	0	0	0
F11H8.7	0	0	0	0	0	0
F11H8.8	0	0	0	0	0	0
F11H8.9	0	0	0	0	0	0
F11H8.t1	0	0	0	0	0	0
F12A10.1	0	0	0	0	0	0
F12A10.11	0	0	0	0	0	0
F12A10.12	0	0	0	0	0	0
F12A10.2	0	0	0	0	0	0
F12A10.3	0	0	0	0	0	0
F12A10.4	0	0	0	0	0	0
F12A10.5	0	0	1.55	0	0	0
F12A10.6	0	0	0	0	0	0
F12A10.7	0	0	0	0	0	0
F12A10.8	28.86	34.84	83.09	45.01	116.51	190.84
F12A10.9	0	0	0	0	0	0
F12B6.2	0	0	0	0	0	0
F12D9.10	0	0	0	0	0	0
F12D9.11	0	0	0	0	0	0
F12D9.12	0	0	0	0	0	0
F12D9.13	0	0	0	0	0	0
F12D9.14	0	0	0	0	0	0
F12D9.15	0	0	0	0	0	0
F12D9.16	0	0	0	0	0	0
F12D9.17	0	0	0	0	0	0
F12D9.18	0	0	0	0	0	0
F12D9.2	0	0	0	0	0	0
F12D9.3	0	0	0	0	0	0
F12D9.4	0	0	0	0	0	0
F12D9.5	0	0	0	0	0	0
F12D9.6	0	0	0	0	0	0
F12D9.7	0	0	0	0	0	0
F12D9.8	0	0	0	0	0	0
F12D9.9	0	0	0	0	0	0
F12D9.t1	0	0	0	0	0	0
F12D9.t2	0	0	0	0	0	0
F12D9.t3	0	0	0	0	0	0
F12D9.t4	0	0	0	0	0	0
F12D9.t5	0	0	0	0	0	0
F12D9.t6	0	0	0	0	0	0
F12E12.1	39.82	65.57	59.51	26.35	92.24	20.19
F12E12.11	0	3.51	72.27	8.23	0	0.61
F12E12.12	0	0	0	0	0	0
F12E12.2	0	0	0	0	0	0
F12E12.3	0	0	0	0	0	0
F12E12.6	0	0	0	0	0	0
F12F3.5	0	0	0	0	0	0
F12F3.6	0	0	0	0	0	0
F12F3.7	0	0	0	0	0	0
F12F3.8	0	0	0	0	0	0
F12F6.1	312.24	341.62	323.07	613.66	102.76	557.24
F12F6.11	0	0	0	0	0	0
F12F6.12	0	0	0	0	0	0
F12F6.13	0	0	0	0	0	0
F12F6.14	0	0	0	0	0	0
F12F6.15	0	0	0	0	0	0
F12F6.16	0	0	0	0	0	0
F12F6.17	0	0	0	0	0	0
F12F6.18	0	0	0	0	0	0
F12F6.19	0	0	0	0	0	0
F12F6.2	0	0	0	0	0	0
F12F6.7	453.07	347.48	464.9	287.62	368.96	325.41
F12F6.8	53.1	102.16	0	0	0	0.61
F13A2.1	0	0	0	0	0	0
F13A2.10	0	0	0	0	0	0
F13A2.12	0	0	0	0	0	0
F13A2.13	0	0	0	0	0	0
F13A2.2	0	0	0	0	0	0
F13A2.3	0	0	8.12	0	0	0
F13A2.4	0	3.51	0.39	0	0	0
F13A2.5	0	0	0	0	0	0
F13A2.6	0	0	0	0	0	0
F13A2.9	0	0	0	0	0	0
F13A7.1	0	0	0	0	0	0
F13A7.11	0	28.69	0	0	0	0
F13A7.12	0	0	0	0	0	0
F13A7.14	182.38	115.92	75.74	80.69	7.69	89.92
F13A7.15	0	0	0	0	0	0
F13A7.7	0	0	0	0	0	0
F13B12.1	202	231.55	486.54	363.37	426.41	403.09
F13B12.12	0	0	0	0	0	0
F13B12.13	0	0	0	0	0	0
F13B12.14	0	0	0	0	0	0
F13B12.2	0	0	0	0	0	0
F13B12.3	0	0	0	0	0	0
F13B12.4	0	0	0	0	0	0
F13B12.6	129.28	49.47	64.54	17.56	154.14	75.24
F13B12.7	0	0	0	0	0	0
F13B6.1	0	0	0	1.1	0	0
F13B6.2	0	0	0	0	0	0
F13B6.3	0	0	0	0	0	0
F13B9.1	101.29	174.76	94.29	44.46	83.74	50.77
F13B9.10	0	0	0	0	0	0
F13B9.2	0	0	0	0	0	0
F13B9.9	0	0	0	0	0	0
F13C5.1	40.69	75.53	0	14.27	0	20.19
F13C5.10	0	0	0	0	0	0
F13C5.2	26.55	82.84	129.07	0	63.52	1.22
F13C5.3	0	0	0	0	0	0
F13C5.5	4.04	2.63	0	0	0	0
F13C5.8	0	0	0	0	0	0
F13C5.9	0	0	0	0	0	0
F13D11.10	0	0	0	0	0	0
F13D11.11	0	0	0	0	0	0
F13D11.12	0	0	0	0	0	0
F13D11.13	0	0	0	0	0	0
F13D11.14	0	0	0	0	0	0
F13D11.15	0	0	0	0	0	0
F13D11.16	0	0	0	0	0	0
F13D11.17	0	0	0	0	0	0
F13D11.18	0	0	0	0	0	0
F13D11.19	0	0	0	0	0	0
F13D11.20	0	0	0	0	0	0
F13D11.21	0	0	0	0	0	0
F13D11.22	0	0	0	0	0	0
F13D11.3	0	0	0	0	0	0
F13D11.4	0	0	0	0	0	0
F13D11.7	0	0	0	0	0	0
F13D11.8	0	0	0	0	0	0
F13D11.9	0	0	0	0	0	0
F13D12.10	0	0	0	0	0	0
F13D12.11	0	0	0	0	0	0
F13D12.3	0	0	0	14.82	0	0.61
F13D12.5	137.07	137.88	160.38	94.96	235.46	80.13
F13D12.6	8.08	7.61	3.09	0	4.05	0
F13D12.8	0	0	0	0	0	0
F13D12.9	0	0	0	0	0	0
F13D2.1	0	0	0	0	0	0
F13E6.1	58.58	94.55	20.1	79.59	32.37	14.68
F13E6.10	0	0	0	0	0	0
F13E6.2	0	0	0	0	0	0
F13E6.3	64.06	116.22	0	15.92	42.48	20.8
F13E6.4	0	0	0	0	0	0
F13E6.5	73.01	77.57	0	47.75	2.43	33.64
F13E6.8	0	0	0	0	0	0
F13E6.9	0	0	0	0	0	0
F13E9.1	401.41	217.5	239.6	221.75	365.73	346.21
F13E9.10	0	0	0	0	0	0
F13E9.11	0.29	0	0	0	36.41	0
F13E9.12	0	0	0	0	0	0
F13E9.13	0	0	0	0	0	0
F13E9.14	0	0	0	0	0	0
F13E9.15	0	0	0	0	0	0
F13E9.16	0	0	0	0	0	0
F13E9.19	0	0	0	0	0	0
F13E9.4	0	0	0	0	0	0
F13E9.5	0	0	0	0	0	0
F13E9.8	0	0	0	0	0	0
F13E9.9	0	0	0	0	0	0
F13G11.144	0	0	0	0	0	0
F13G11.145	0	0	0	0	0	0
F13G11.2	0	0	0	0	0	0
F13G11.3	0	0	0	0	0	0
F13G11.t1	0	0	0	0	0	0
F13G3.10	60.89	107.14	42.12	10.43	74.44	18.35
F13G3.11	77.92	105.09	61.06	25.8	0.4	14.07
F13G3.12	0	0	0	0	0	0
F13G3.13	0	0	0	0	0	0
F13G3.14	0	0	0	0	0	0
F13G3.3	0	0	0	0	0	0
F13G3.6	45.02	37.47	0	0.55	19.01	23.86
F13G3.7	228.84	280.44	233.42	236.02	63.92	245.28
F13H10.1	0	0	0	0	0	0
F13H10.10	0	0	0	0	0	0
F13H10.11	0	0	0	0	0	0
F13H10.3	678.44	662.75	307.23	310.12	266.61	258.13
F13H10.4	430.85	480.67	428.19	591.71	340.64	312.57
F13H10.5	0	0	0	0	0	0
F13H10.6	0	0	0	0	0	0
F13H10.8	122.93	189.69	64.54	23.05	13.35	29.97
F13H10.9	0	0	0	0	0	0
F13H6.1	0.58	0	0	0	0	0
F13H6.10	0	0	0	0	0	0
F13H6.11	0	0	0	0	0	0
F13H6.12	0	0	0	0	0	0
F13H6.13	0	0	0	0	0	0
F13H6.14	0	0	0	0	0	0
F13H6.15	0	0	0	0	0	0
F13H6.16	0	0	0	0	0	0
F13H6.17	0	0	0	0	0	0
F13H6.18	0	0	0	0	0	0
F13H6.19	0	0	0	0	0	0
F13H6.20	0	0	0	0	0	0
F13H6.21	0	0	0	0	0	0
F13H6.22	0	0	0	0	0	0
F13H6.23	0	0	0	0	0	0
F13H6.24	0	0	0	0	0	0
F13H6.25	0	0	0	0	0	0
F13H6.26	0	0	0	0	0	0
F13H6.27	0	0	0	0	0	0
F13H6.3	103.31	91.04	36.71	68.06	14.16	0
F13H6.4	0	11.71	0	10.98	0	0
F13H6.5	0	23.13	0	0	0	0
F13H6.6	0	0	0	0	0	0
F13H6.7	0	0	0	0	0	0
F13H6.8	0	0	0	0	0	0
F13H6.9	0	0	0	0	0	0
F13H8.1	0	0	0	0	0	0
F13H8.11	0	0	0	0	0	0
F13H8.12	0	0	0	0	0	0
F13H8.13	0	0	0	0	0	0
F13H8.14	0	0	0	0	0	0
F13H8.2	172.57	122.36	67.63	292.01	204.31	341.31
F13H8.3	0	0	0	0	0	0
F13H8.5	0	0	0	0	0	0
F13H8.6	0	0	0	0	0	0
F13H8.8	0	0	0	23.05	0	0
F13H8.9	29.43	0.59	0	25.25	0	6.73
F14B4.1	0	0	0	0.55	14.56	0
F14B4.2	718.27	592.5	610.98	758.57	1207.62	749.91
F14B4.3	413.53	333.43	463.74	444.6	545.35	555.4
F14B4.4	0	0	0	0	0	0
F14B4.t1	0	0	0	0	0	0
F14B4.t2	0	0	0	0	0	0
F14B6.2	11.54	0	0	23.6	0	0
F14B6.3	0	7.32	0	29.09	0	18.96
F14B6.4	0	0	0	0	0	0
F14B6.6	0	0	0	0	0	0
F14B6.8	0	0	0	0	0	0
F14B6.t1	0	0	0	0	0	0
F14B6.t2	0	0	0	0	0	0
F14B8.10	0	0	0	0	0	0
F14B8.11	0	0	0	0	0	0
F14B8.12	0	0	0	0	0	0
F14B8.13	0	0	0	0	0	0
F14B8.2	28.57	26.05	0	8.78	24.68	13.46
F14B8.4	0	0	0	0	0	0
F14B8.5	0	0	0	0	0	0
F14B8.6	0	0	0	0	0	0
F14B8.8	0	0	0	0	0	0
F14B8.9	0	0	0	0	0	0
F14B8.t1	0	0	0	0	0	0
F14D1.1	0	0	0	0	0	0
F14D1.2	0	0	0	0	0	0
F14D1.3	0	0	0	0	0	0
F14D12.1	2.02	24.59	0	13.17	0	11.01
F14D12.10	0	0	0	0	0	0
F14D12.11	0	0	0	0	0	0
F14D12.12	0	0	0	0	0	0
F14D12.13	0	0	0	0	0	0
F14D12.7	0	0	0	0	0	0
F14D12.8	0	0	0	0	0	0
F14D12.9	0	0	0	0	0	0
F14D2.11	71.86	117.97	40.19	4.39	7.28	23.24
F14D2.14	0	0	0	0	0	0
F14D2.15	27.41	69.67	30.53	9.33	78.49	32.42
F14D2.16	0	0	0	0	0	0
F14D2.17	0	0	0	0	0	0
F14D2.18	0	0	0	0	0	0
F14D2.2	0	0	0	1.65	0	0
F14D2.5	0	0	0	0	0	0
F14D2.6	0	0	0	0	0	0
F14D2.7	0	0	0	0	0	0
F14D2.8	0	0	0	0	0	0
F14D7.1	0	0	0	0	0	0
F14D7.10	0	0	0	0	0	0
F14D7.11	0	0	0	0	0	0
F14D7.12	0	0	0	0	0	0
F14D7.13	0	0	0	0	0	0
F14D7.14	0	0	0	0	0	0
F14D7.15	0	0	0	0	0	0
F14D7.16	0	0	0	0	0	0
F14D7.17	0	0	0	0	0	0
F14D7.2	198.54	270.49	284.43	351.84	182.46	196.96
F14D7.3	0	0	0	0	0	0
F14D7.4	0	0	0	0	0	0
F14D7.5	0	0	0	0	0	0
F14D7.6	0	0	0	0	0	0
F14D7.7	0	0	0	0	0	0
F14D7.8	0	0	0	0	0	0
F14D7.9	0	0	0	0	0	0
F14E5.1	0	0	0	0	0	0
F14E5.2	607.17	612.69	599.38	632.87	677.24	585.98
F14E5.7	0	0	0.39	0	0	0
F14E5.8	0	0	0	0	0	0
F14F11.1	105.33	9.95	0	51.6	177.2	18.96
F14F11.2	0	0	0	0	0	0
F14F11.3	0	0	0	0	0	0
F14F11.4	0	0	0	0	0	0
F14F11.5	0	0	0	0	0	0
F14F3.10	0	0	0	0	0	0
F14F3.11	0	0	0	0	0	0
F14F3.12	0	0	0	0	0	0
F14F3.13	0	0	0	0	0	0
F14F3.14	0	0	0	0	0	0
F14F3.15	0	0	0	0	0	0
F14F3.16	0	0	0	0	0	0
F14F3.4	0	0	0	0	0	0
F14F3.5	1.44	0.29	0.77	3.29	1.62	1.84
F14F3.6	0	0	0	0	0	0
F14F3.7	0	0	0	0	0	0
F14F3.8	0	0	0	0	0	0
F14F3.9	0	0	0	0	0	0
F14F4.1	0	0	0	0	0	0
F14F7.4	0	0	0	0	0	0
F14F7.5	0	0	0	0	0	0
F14F7.6	0	0	0	0	0	0
F14F7.t1	0	0	0	0	0	0
F14F8.14	0	0	0	0	0	0
F14F8.8	0	0	0	0	0	0
F14F8.9	0	0	0	0	0	0
F14F9.2	0	0	0	0	0	0
F14F9.3	0	0	0	0	0	0
F14F9.4	0	0.29	0	0.55	0	0
F14F9.5	0	0	0	0	0	0
F14F9.6	0	0	0	0	0	0
F14F9.8	0	0	0	0	0	0
F14F9.9	0	0	0	0	0	0
F14H12.10	0	0	0	0	0	0
F14H12.11	0	0	0	0	0	0
F14H12.12	0	0	0	0	0	0
F14H12.13	0	0	0	0	0	0
F14H12.14	0	0	0	0	0	0
F14H12.15	0	0	0	0	0	0
F14H12.16	0	0	0	0	0	0
F14H12.2	0	0	0	0	0	0
F14H12.3	0	0	0	0	0	0
F14H12.6	0	0	0	0	0	0
F14H12.7	0	0	0	0	0	0
F14H12.8	0	0	0	0	0	0
F14H12.9	0	0	0	0	0	0
F14H3.12	0	0	0	0	0	0
F14H3.14	0	0	0	0	0	0
F14H3.2	0	0	0	0	0	0
F14H3.3	120.34	113.58	163.47	77.39	19.42	42.82
F14H3.4	184.4	167.44	431.28	245.36	170.32	119.28
F14H3.5	60.89	102.16	180.86	133.93	197.83	92.36
F14H3.6	801.09	683.83	947.19	600.49	418.32	216.53
F14H3.8	0	0	0	0	0	0
F14H3.9	0	0	0	0	0	0
F14H8.10	0	0	0	0	0	0
F14H8.2	0	0	0	0	0	0
F14H8.4	0	0	0	0	0	0
F14H8.5	0	0	0	0	0	0
F14H8.8	0	0	0	0	0	0
F14H8.t1	0	0	0	0	0	0
F15A2.10	0	0	0	0	0	0
F15A2.11	0	0	0	0	0	0
F15A2.12	0	0	0	0	0	0
F15A2.13	0	0	0	0	0	0
F15A2.14	0	0	0	0	0	0
F15A2.8	0	0	0	0	0	0
F15A2.9	0	0	0	0	0	0
F15A4.10	34.05	27.22	9.27	10.98	13.35	9.18
F15A4.2	105.91	53.57	0	3.29	0.4	11.01
F15A4.5	0	0	0	0	0	0
F15A4.6	0	0	0	0	0	0
F15A4.8	0	0	0	0	0	0
F15A8.1	0	0.29	0	0	0	0
F15A8.10	0	0	0	0	0	0
F15A8.11	0	0	0	0	0	0
F15A8.12	0	0	0	0	0	0
F15A8.13	0	0	0	0	0	0
F15A8.14	0	0	0	0	0	0
F15A8.15	0	0	0	0	0	0
F15A8.16	0	0	0	0	0	0
F15A8.17	0	0	0	0	0	0
F15A8.3	0	0	0	0	0	0
F15A8.4	0	0	0	0	0	0
F15A8.6	0	0	0	0	0	0
F15A8.7	0	0	0	0	0	0
F15A8.8	0	0	0	0	0	0
F15A8.9	0	0	0	0	0	0
F15A8.t1	0	0	0	0	0	0
F15A8.t2	0	0	0	0	0	0
F15B10.1	333.31	300.93	209.46	87.27	317.58	173.1
F15B10.3	4.62	45.96	1.16	10.98	1.21	0
F15B9.10	4.91	34.54	15.46	10.43	188.53	4.28
F15B9.11	0	0	0	0	0	0
F15B9.12	0	0	0	0	0	0
F15B9.13	0	0	0	0	0	0
F15B9.14	0	0	0	0	0	0
F15B9.6	0	0	0	0	0	0
F15B9.8	0	0	0	0	0	0
F15B9.t1	0	0	0	0	0	0
F15C11.2	260.58	270.49	263.95	292.01	166.28	308.28
F15C11.4	0	0	0	0	0	0
F15C11.5	0	0	0	0	0	0
F15C11.6	0	0	0	0	0	0
F15C11.7	0	0	0	0	0	0
F15D3.10	0	0	0	0	0	0
F15D3.11	0	0	0	0	0	0
F15D3.4	0	0	0	0	0	14.68
F15D3.5	0	0	0	0	0	0
F15D3.6	12.41	12.29	17.39	17.56	29.13	9.18
F15D3.7	40.98	52.69	96.23	34.03	152.12	31.2
F15D3.8	0	3.81	0	0	0	0
F15D3.9	0	0	0	0	0	0
F15D3.t1	0	0	0	0	0	0
F15D4.2	42.13	25.47	44.44	21.96	61.09	41.59
F15D4.4	0	0	0	0	0	0
F15D4.5	0	0	0	0	0	0
F15D4.6	0	0	0	0	0	0
F15E11.1	0	0	0	0	0	0
F15E11.11	0	0	0	0	0	0
F15E11.12	0	0	0	0	0	0
F15E11.13	0	0	0	0	0	0
F15E11.14	0	0	0	0	0	0
F15E11.15	0	0	0	0	0	0
F15E11.2	0	0	0	0	0	0
F15E11.3	0	0	0	0	0	0
F15E11.4	0	0	0	0	0	0
F15E11.5	0	0	0	0	0	0
F15E6.10	0	0	0	0	0	0
F15E6.3	0	0	0	0	0	0
F15E6.4	0	0	0	0	0	0
F15E6.5	0	0	0	0	0	0
F15E6.6	0	0	0	0	0	0
F15E6.9	0	0	0	0	0	0
F15G9.1	0	0	0	0	0	0
F15G9.2	0	0	0	0	0	0
F15G9.3	0	0	0	0	0	0
F15G9.5	0	0	0	0	0	0
F15G9.6	0	0	0	0	0	0
F15G9.7	0	0	0	0	0	0
F15G9.8	0	0	0	0	0	0
F15G9.9	0	0	0	0	0	0
F15G9.t1	0	0	0	0	0	0
F15G9.t2	0	0	0	0	0	0
F15H10.10	0	0	0	0	0	0
F15H10.12	0	0	0	0	0	0
F15H10.5	0	0	0	0	0	0
F15H10.6	0	0	0	0	0	0
F15H10.7	0	0	0	0	0	0
F15H10.8	0	0	0	0	0	0
F15H10.9	0	0	0	0	0	0
F15H9.1	0	0	0	0	0	0
F15H9.5	0	0	0	0	0	0
F15H9.6	0	0	0	0	0	0
F15H9.7	0	0	0	0	0	0
F15H9.8	0	0	0	0	0	0
F15H9.9	0	0	0	0	0	0
F15H9.t1	0	0	0	0	0	0
F16A11.1	339.37	323.18	521.71	490.71	218.46	337.64
F16A11.2	211.53	63.82	52.17	82.33	336.6	181.67
F16A11.5	0	0	0	0	0	0
F16A11.6	0	0	0	0	0	0
F16A11.7	0	0	0	0	0	0
F16A11.8	0	0	0	0	0	0
F16A11.9	0	0	0	0	0	0
F16B12.1	0	0	0	0	0	0
F16B12.4	90.61	7.61	0.39	21.41	4.05	10.4
F16B12.5	0	0	0	0	0	0
F16B12.6	212.68	188.81	200.57	385.32	89	157.2
F16B12.7	0	0	0	0	0	0
F16B3.2	0	0	0	0	0	0
F16B3.3	0	0	0	0	0	0
F16B3.4	0	0	0	0	0	0
F16B4.2	2.02	7.61	0	0	0	0
F16B4.3	0	0	0	0	0	0
F16B4.4	0	0	0	0	0	0
F16B4.5	0	0	0	0	0	0
F16B4.6	0	0	0	0	0	0
F16B4.7	0	0	0	0	0	0
F16C3.1	0	0.88	0	5.49	0	0
F16C3.2	0	0	0	0	0	0
F16C3.3	0	0	0	0	0	0
F16C3.4	0	0	0	0	0	0
F16D3.4	253.37	128.8	313.8	239.87	125.01	365.17
F16D3.6	0.58	2.93	0	0	0	0
F16D3.8	0	0	0	0	0	0
F16F9.1	0	0	0	0.55	0	0
F16F9.10	0	0	0	0	0	0
F16F9.11	0	0	0	0	0	0
F16F9.12	0	0	0	0	0	0
F16F9.13	0	0	0	0	0	0
F16F9.14	0	0	0	0	0	0
F16F9.15	0	0	0	0	0	0
F16F9.16	0	0	0	0	0	0
F16F9.17	0	0	0	0	0	0
F16F9.18	0	0	0	0	0	0
F16F9.19	0	0	0	0	0	0
F16F9.3	0	0	0	0	0	0
F16F9.4	0	0	0	0	0	0
F16F9.6	0	0	0	0	0	0
F16F9.7	0	0	0	0	0	0
F16F9.8	0	0	0	0	0	0
F16F9.9	0	0	0	0	0	0
F16F9.t1	0	0	0	0	0	0
F16G10.1	0	0	0	0	0	0
F16G10.10	0	0	0	0	0	0
F16G10.11	0	0	0	0	0	0
F16G10.13	0	0	0	0	0	0
F16G10.14	0	0	0	0	0	0
F16G10.15	0	0	0	0	0	0
F16G10.2	0	0	0	0	0	0
F16G10.3	0	0	0	0	0	0
F16G10.4	0	0	0	0	0	0
F16G10.5	0	0	0	0	0	0
F16G10.6	0	0	0	0	0	0
F16G10.7	0	0	0	0	0	0
F16G10.8	0	0	0	0	0	0
F16G10.9	0	0	0	0	0	0
F16H11.1	0	0	0	4.94	0	20.8
F16H11.3	122.07	219.84	167.72	160.83	102.35	91.14
F16H11.6	0	0	0	0	0	0
F16H6.10	0	0	0	0	0	0
F16H6.11	0	0	0	0	0	0
F16H6.12	0	0	0	0	0	0
F16H6.3	0	0	0	0	0	0
F16H6.4	0	0	0	0	0	0
F16H6.5	0	0	0	0	0	0
F16H6.6	0	0	0	0	0	0
F16H6.7	0	0	0	0	0	0
F16H6.8	0	0	0	0	0	0
F16H6.9	0	0	0	0	0	0
F16H9.4	0	0	0	0	0	0
F17A2.13	119.76	112.41	111.3	65.87	161.02	51.38
F17A2.15	0	0	0	0	0	0
F17A2.3	0	0	0	0	0	0
F17A2.4	0	0	0	0	0	0
F17A2.t1	0	0	0	0	0	0
F17A9.2	319.74	218.97	108.59	238.77	320.82	243.45
F17A9.3	0	13.17	0	0	0.4	0
