	logFC	logCPM	PValue
nhr-20	1.22	7.47	0.122
nhr-205	4.54	3.92	0.0568
nhr-207	4.75	4.09	0.0481
nhr-21	1.66	5.96	0.309
nhr-22	1.88	6.34	0.222
nhr-228	5.98	5.21	0.0144
nhr-23	-0.74	7.51	0.372
nhr-236	-2.55	2.54	0.269
nhr-243	-1.76	5.03	0.332
nhr-256	0.993	7.44	0.297
nhr-28	0.683	4.73	0.726
nhr-286	2.67	4.37	0.175
nhr-31	3.14	5.17	0.128
nhr-32	-0.73	4.04	0.747
nhr-34	-0.0409	5.64	0.993
nhr-35	2.89	5.06	0.157
nhr-4	-1.93	5.28	0.283
nhr-40	1.25	4.25	0.556
nhr-42	-1.92	4.71	0.316
nhr-45	2.49	5.66	0.148
nhr-46	0.296	6.99	0.771
nhr-47	0.857	7.03	0.396
nhr-48	-0.0882	4.06	1
nhr-49	0.37	7.64	0.591
nhr-53	-3.22	2.97	0.158
nhr-56	3.99	3.47	0.0897
nhr-57	-0.246	4.72	0.92
nhr-6	-2.51	2.96	0.232
nhr-61	-0.571	5.1	0.759
nhr-62	3.06	2.8	0.188
nhr-65	3.96	3.71	0.0721
nhr-66	0.513	7.89	0.459
nhr-68	-2.6	2.57	0.247
nhr-69	2.91	2.7	0.215
nhr-7	-2.62	5.06	0.167
nhr-70	0.38	4.96	0.825
nhr-71	0.843	8.1	0.17
nhr-78	0.688	6.84	0.496
nhr-84	-2.31	5.04	0.205
nhr-86	0.962	6.8	0.342
nhr-88	1.07	4.44	0.534
nhr-95	1.14	4.31	0.555
nhr-96	3.78	3.3	0.106
nhr-97	-1.89	3.86	0.331
nhx-5	-4.55	4.55	0.0285
nipa-1	-0.273	6.36	0.822
nipi-3	-0.35	7.48	0.643
nkat-3	-0.363	6.8	0.731
nkb-1	2.41	6.65	0.1
nkcc-1	0.851	7.2	0.325
nlp-36	0.0538	4.92	0.988
nlr-1	-1.75	3.64	0.336
nmgp-1	0.0876	4.29	0.984
nmt-1	1.67	7.52	0.161
nmy-1	-0.681	5.25	0.721
nmy-2	0.0779	9.51	0.871
noah-2	-1.72	4.24	0.366
nol-1	-1.22	7.06	0.185
nol-10	0.688	8.88	0.169
nol-5	-0.0496	9.06	0.921
nol-6	0.258	5.99	0.873
nol-9	0.639	6.72	0.546
nos-1	0.195	6.8	0.853
nos-2	0.268	9.01	0.605
nos-3	0.433	8.38	0.465
npl-4.1	0.294	6.42	0.803
npl-4.2	0.751	6.7	0.479
npp-1	-0.108	8.23	0.881
npp-10	-0.28	9.37	0.547
npp-11	0.0121	7.9	0.988
npp-12	-0.343	8.7	0.485
npp-13	-0.79	7.82	0.226
npp-14	-0.383	7.92	0.563
npp-15	0.264	7.93	0.693
npp-16	0.22	6.12	0.863
npp-17	0.209	7.79	0.757
npp-18	0.0296	8.15	0.963
npp-19	-0.507	7.76	0.447
npp-2	-0.363	8.6	0.484
npp-20	-0.588	6.89	0.543
npp-21	-0.178	8.63	0.719
npp-22	-0.347	9.09	0.478
npp-3	-0.591	7.68	0.405
npp-4	0.522	6.79	0.609
npp-5	-0.29	7.83	0.682
npp-6	-0.336	8.11	0.595
npp-7	0.482	7.19	0.569
npp-8	-0.171	8.09	0.764
npp-9	-0.235	9.28	0.613
npr-17	-1.23	4.37	0.524
nra-1	0.276	8.06	0.652
nra-2	0.562	8.93	0.252
nra-3	1.3	6.74	0.244
nra-4	-1.87	7.14	0.0456
nrd-1	0.0538	8.09	0.929
nrde-3	0.322	7.67	0.663
nrf-6	3.96	4.95	0.0398
nrx-1	-2.43	2.91	0.246
nsf-1	0.154	8.24	0.776
nspd-9	4.29	3.71	0.071
nst-1	-0.256	8.08	0.655
nsy-1	0.293	7.2	0.763
nsy-7	0.672	6.37	0.627
nth-1	-0.966	4.82	0.571
ntl-2	-0.55	7.5	0.466
ntl-3	-0.56	3.8	0.784
ntl-4	-0.386	7.77	0.614
ntp-1	1.05	8.4	0.0416
nucb-1	-1.96	6.59	0.0975
nud-1	0.678	7.03	0.455
nud-2	0.131	6.48	0.913
num-1	0.42	8.46	0.43
nuo-1	-0.809	8.32	0.151
nuo-2	0.0843	7.68	0.916
nuo-3	0.216	8.66	0.691
nuo-4	0.146	8.67	0.775
nuo-5	-1.03	6.98	0.374
nuo-6	0.00583	6.53	1
nurf-1	0.183	8.09	0.752
nxf-1	-4.03	3.77	0.0606
nxf-2	0.349	8.03	0.548
nxt-1	0.353	7.61	0.661
oac-29	5.07	4.38	0.036
oac-55	-3.28	3.01	0.151
obr-1	-0.779	5.58	0.589
obr-2	-0.247	4.84	0.899
obr-3	1.2	5.79	0.499
obr-4	-0.305	8.32	0.632
ocrl-1	0.227	7.14	0.791
odd-1	2.54	2.48	0.267
odr-4	-0.0446	6.95	0.969
oga-1	-0.0282	7.06	0.982
ogt-1	0.187	8.2	0.731
oma-1	0.203	9.65	0.669
oma-2	0.638	10.2	0.168
ooc-3	-0.153	7.55	0.831
ooc-5	0.262	8.16	0.651
orai-1	-0.0643	7.88	0.923
orc-2	0.956	7.89	0.151
ostb-1	0.245	9.45	0.602
ostd-1	-0.176	7.69	0.803
otub-1	-0.0488	7.85	0.946
oxi-1	-0.0718	6.92	0.946
oxy-4	1.8	4.57	0.371
paa-1	0.204	9.2	0.665
pab-1	-0.355	8.34	0.572
pab-2	2.31	6.19	0.152
pabp-2	0.295	8.41	0.613
pac-1	-0.79	7.18	0.417
pad-1	-2.2	5.41	0.161
pad-2	-4.98	4.36	0.0192
pak-1	0.217	6.72	0.849
pak-2	0.132	9.3	0.783
pal-1	0.215	8.83	0.678
pam-1	0.341	8.91	0.484
pan-1	-0.44	6.64	0.817
pap-1	0.378	9.19	0.423
paqr-1	0.216	8.69	0.658
paqr-2	-0.0519	7.34	0.962
par-1	-0.0563	6.01	0.974
par-2	-0.0436	7.09	0.967
par-3	-0.221	8.76	0.649
par-5	0.56	9.3	0.238
par-6	0.374	7.23	0.67
pars-1	1.16	8.4	0.0495
pars-2	1.97	5.39	0.273
pas-1	0.402	7.92	0.522
pas-2	0.577	8.39	0.317
pas-3	0.476	8.54	0.373
pas-4	0.895	7.72	0.184
pas-5	0.183	8.03	0.765
pas-6	0.575	8.18	0.3
pas-7	0.208	7.57	0.787
pash-1	-1.92	7.49	0.0129
pat-12	1.15	5.79	0.419
pat-2	-5.03	4.41	0.0363
pat-3	-0.848	8.75	0.135
pat-4	2.73	4.88	0.141
pat-6	2.06	6.56	0.0748
pat-9	2.74	2.6	0.246
patr-1	-0.151	9.93	0.753
pbrm-1	-0.654	8.27	0.223
pbs-1	0.0438	8.26	0.943
pbs-2	-0.06	8.51	0.921
pbs-3	0.151	8.15	0.786
pbs-4	0.17	7.82	0.808
pbs-5	-0.176	8.42	0.762
pbs-6	0.0525	8.18	0.929
pbs-7	0.368	8.81	0.484
pcaf-1	-0.599	7.82	0.379
pcbd-1	-0.775	4.44	0.695
pcca-1	-0.103	7.64	0.913
pccb-1	-0.0808	8.25	0.888
pcf-11	-0.822	3.84	0.652
pch-2	0.681	7.61	0.346
pcm-1	-0.0906	7.56	0.91
pcn-1	0.172	9.43	0.739
pcp-5	-1.41	5.38	0.427
pcs-1	-0.598	5.29	0.734
pct-1	-0.695	8.13	0.212
pdcd-2	-0.326	5.1	0.838
pde-2	-0.851	7.45	0.438
pde-3	-0.864	4.92	0.591
pdhk-2	0.119	8.03	0.839
pdi-1	0.129	9.1	0.792
pdi-2	-0.801	8.88	0.146
pdi-3	0.0686	10	0.881
pdk-1	-0.099	8.09	0.88
pdp-1	-0.143	9.02	0.761
pdr-1	0.206	7.68	0.763
peb-1	-3.26	2.99	0.151
pek-1	-0.109	6.19	0.94
pen-2	0.0229	7.03	0.986
pes-9	-0.199	7.63	0.778
pfd-1	1.06	5.29	0.5
pfd-2	0.847	6.14	0.509
pfd-3	0.626	8.56	0.276
pfd-4	-0.369	5.51	0.803
pfd-5	-0.574	5.33	0.717
pfd-6	0.239	8.08	0.722
pfn-1	0.335	8.42	0.544
pfn-2	-0.493	4.65	0.794
pfs-2	0.0968	6.92	0.931
pgam-5	0.632	8.04	0.284
pgk-1	0.899	7.87	0.187
pgl-1	0.0907	6.64	0.94
pgl-2	-1.11	6.84	0.297
pgl-3	0.567	7.61	0.482
pgp-2	-4.29	3.78	0.0673
pgp-4	-2.3	4.07	0.219
pgs-1	0.0203	7.49	0.978
phb-1	1.32	8.1	0.0546
phb-2	0.624	8.43	0.23
phip-1	-1.74	4.92	0.295
pho-11	-1.65	3.42	0.388
pho-12	-3.87	3.44	0.0971
pho-5	-2.33	6.79	0.0676
pie-1	-0.208	7.25	0.811
pif-1	-0.191	6.17	0.896
pig-1	-0.57	6.88	0.559
piki-1	1	5.98	0.472
pin-2	-3.85	3.42	0.0665
pink-1	0.542	8.4	0.303
pir-1	-0.335	9.05	0.516
pis-1	-0.636	6.19	0.619
pisy-1	-1.91	6.17	0.134
pkc-1	0.0571	6.15	0.973
pkc-3	-0.104	8.72	0.833
pkn-1	0.0545	7.11	0.957
plc-3	0.713	5.08	0.731
plc-4	2.23	7.56	0.0271
pld-1	-0.199	7.44	0.817
plk-1	-0.433	9.25	0.364
plk-2	0.698	7.9	0.345
plk-3	1.47	4.97	0.41
plp-1	0.4	8.03	0.506
plst-1	-2.42	4.64	0.208
pme-1	1.04	7.25	0.298
pme-2	-0.43	7.96	0.497
pme-3	0.362	7.1	0.701
pme-5	0.514	7.12	0.601
pme-6	-3.86	3.43	0.0655
pmk-1	2.44	4.76	0.202
pmp-3	-1.3	8.41	0.0296
pmr-1	0.128	6.82	0.9
pms-2	0.354	6.91	0.719
pmt-2	3.69	3.72	0.0701
pnc-1	-2.49	3.94	0.235
png-1	1.71	5.52	0.284
pnk-1	0.41	7.91	0.513
pnk-4	0.0536	4.5	1
pod-1	0.243	7.72	0.724
pod-2	4.33	5.27	0.0529
pole-2	1.51	6.93	0.128
polg-1	-1.68	3.81	0.37
polh-1	0.249	7.4	0.766
polk-1	-0.401	9.09	0.4
polq-1	1.08	6.79	0.482
pos-1	0.479	10.5	0.329
pot-1	-0.828	5.45	0.584
pot-2	0.685	6.36	0.581
pot-3	2.59	3.69	0.174
ppfr-1	-0.573	8.03	0.35
ppfr-2	-0.256	7.92	0.714
ppfr-4	2	4.89	0.285
ppgn-1	0.4	6.9	0.678
pph-4.1	1.04	6.26	0.401
pph-4.2	0.016	7.81	0.985
pph-5	1.13	5.19	0.465
pph-6	0.297	4.78	0.869
ppk-1	-0.494	7.19	0.57
ppk-2	0.364	6.85	0.734
ppk-3	0.356	6.43	0.785
ppp-1	-0.0854	7.41	0.918
pps-1	-0.358	8.22	0.673
pptr-1	-1.83	5.89	0.186
pptr-2	-0.0337	8.82	0.947
ppw-1	0.365	5.31	0.822
ppw-2	3.26	6.27	0.0298
pqbp-1.1	0.681	7.02	0.475
pqe-1	0.402	8.79	0.447
pqn-10	-4.02	3.56	0.0851
pqn-18	-4.17	3.67	0.0759
pqn-20	-3.49	5.22	0.0523
pqn-21	-0.254	7.27	0.77
pqn-27	-0.664	5.36	0.672
pqn-34	0.232	6.15	0.866
pqn-39	0.254	5.32	0.887
pqn-41	-1.96	5.39	0.207
pqn-44	-5.08	4.45	0.0344
pqn-45	0.185	9.27	0.703
pqn-47	1.32	5.89	0.413
pqn-51	-0.231	8.67	0.65
pqn-52	0.256	8.11	0.674
pqn-53	-0.393	7.08	0.714
pqn-55	0.0465	7.59	0.956
pqn-59	0.363	9.72	0.46
pqn-65	0.095	9.17	0.854
pqn-68	-2.47	3.27	0.28
pqn-70	0.254	8.07	0.689
pqn-80	-2.55	3.33	0.244
pqn-82	0.242	6.29	0.847
pqn-83	-2.39	5.79	0.149
pqn-85	-0.146	7.48	0.866
pqn-87	-0.152	7.52	0.844
pqn-89	4.56	3.93	0.057
pqn-96	1.44	5.47	0.369
praf-3	0.675	6.93	0.482
prdx-2	0.225	8.85	0.643
prdx-3	-0.389	7.31	0.633
prg-1	-0.223	8.83	0.67
prg-2	2.89	6.29	0.0588
pri-1	0.115	7.46	0.881
pri-2	0.22	8.95	0.713
prk-1	-4.39	6.1	0.0084
prmt-1	-0.172	8.8	0.727
prmt-2	-0.833	6	0.619
prmt-3	0.198	8.4	0.702
prmt-5	-0.403	7.47	0.623
pro-1	1.04	6.49	0.367
pro-2	-0.329	8.19	0.544
pro-3	-0.978	3.38	0.621
prom-1	0.387	8.45	0.446
prp-17	0.108	8.53	0.827
prp-21	0.0809	6.87	0.939
prp-4	0.486	6.14	0.709
prp-8	-0.108	9.62	0.817
prpf-4	-0.173	8.85	0.743
prx-14	0.545	7.52	0.464
prx-19	0.637	7.89	0.324
pry-1	2.56	4.94	0.239
psa-1	0.285	5.15	0.869
psa-4	0.176	8.96	0.716
psd-1	0.387	7.36	0.626
psf-1	0.832	6.8	0.44
psr-1	-0.581	7.15	0.545
pssy-1	-1.33	5.16	0.452
pssy-2	0.349	6.71	0.743
pst-1	-0.481	6.76	0.735
pst-2	0.336	5.81	0.821
pstk-1	0.999	2.86	0.657
ptc-1	0.271	8.24	0.631
ptl-1	-3.33	3.04	0.144
ptp-1	-0.103	3.83	1
ptp-2	-0.322	8.88	0.491
ptp-3	-2.11	7.19	0.113
ptps-1	1.89	3.42	0.328
ptr-15	-3.6	3.24	0.116
ptr-2	0.299	9.68	0.538
ptr-21	-2.84	2.89	0.177
ptr-3	-4.03	3.56	0.058
puf-10	-1.06	4.82	0.554
puf-11	-0.179	8.91	0.724
puf-12	0.52	7.44	0.493
puf-3	0.468	8.99	0.338
puf-5	0.606	10.4	0.201
puf-6	0.201	8.17	0.715
puf-7	0.346	7.73	0.602
puf-8	0.389	8.29	0.463
puf-9	-0.168	7.07	0.882
pup-2	0.68	9.77	0.137
pup-3	0.244	7.02	0.794
pus-1	0.44	7.36	0.594
pxf-1	0.078	6.05	0.969
pyc-1	2.27	7.55	0.0765
pyk-1	0.0389	9.43	0.936
pyp-1	0.704	8.06	0.229
pyr-1	0.196	8.27	0.713
pzf-1	0.423	8.06	0.477
qars-1	0.201	7.7	0.765
qdpr-1	2.57	5.97	0.204
qns-1	0.12	7.23	0.899
R01B10.4	-1.15	3.82	0.541
R01B10.6	-1.33	6.62	0.228
R01H10.7	-0.117	4.86	0.965
R02C2.6	3.63	3.19	0.12
R02D3.3	0.208	7.55	0.8
R02D3.4	0.0823	7.8	0.91
R02D3.7	-0.231	8.29	0.669
R02D3.8	0.465	6.16	0.742
R02D5.8	-0.443	5.86	0.766
R02F11.3	-2.28	5.2	0.203
R02F11.4	-0.0496	7.42	0.96
R02F2.1	0.164	8.18	0.769
R02F2.4	-0.842	6.86	0.395
R02F2.7	-2.22	6.56	0.131
R02F2.9	-0.189	5.49	0.908
R03A10.1	-0.753	6.38	0.53
R03D7.1	-0.0634	8.7	0.9
R03D7.2	-2.76	2.66	0.232
R03D7.4	-0.0952	8.28	0.864
R03E1.2	-0.338	5.99	0.801
R03E9.2	-3.83	3.41	0.0968
R03G5.3	0.899	2.94	0.682
R03G5.6	1.26	5.74	0.509
R03H10.2	3.2	2.89	0.166
R04A9.5	0.891	6.91	0.408
R04B3.2	0.887	4.18	0.652
R04D3.2	-0.423	7.75	0.528
R04D3.3	0.276	8.48	0.586
R04D3.4	-0.979	5.46	0.552
R04E5.8	-0.322	6.96	0.829
R04F11.2	0.135	6.91	0.888
R04F11.3	-0.08	8.2	0.888
R04F11.5	0.136	5.75	0.931
R05D11.4	1.09	7.28	0.22
R05D11.5	0.501	6.23	0.686
R05D11.6	0.513	7.46	0.523
R05D11.7	0.0919	6.36	0.941
R05D11.9	0.637	8.81	0.192
R05D3.12	0.233	7.14	0.81
R05D3.2	-0.235	7.13	0.812
R05D3.8	0.634	7.31	0.463
R05D7.4	0.532	7.37	0.552
R05D7.5	0.256	5.97	0.849
R05D7.7	-2.46	2.49	0.294
R05F9.1	0.84	8.18	0.131
R05F9.11	3.18	3.94	0.094
R05F9.6	1.23	7.7	0.0712
R05F9.9	0.873	6.63	0.439
R05G6.4	0.124	5.8	0.937
R05G6.7	-0.0315	8.97	0.956
R05G9.3	-0.0197	7.07	0.991
R05G9R.1	4.98	4.3	0.0394
R05H10.2	-0.867	5.73	0.606
R05H10.3	0.546	6.43	0.659
R05H10.5	1.48	2.79	0.478
R05H11.1	-1.27	6.95	0.3
R05H5.3	0.0883	8.62	0.881
R05H5.5	0.138	6.61	0.904
R06A10.4	-3.57	3.21	0.121
R06A4.2	0.326	5.84	0.823
R06C7.1	0.323	10.1	0.489
R06C7.2	0.865	6.65	0.519
R06C7.5	-0.522	6.31	0.72
R06C7.6	-1.19	3.22	0.544
R06F6.12	-0.149	6.54	0.897
R06F6.8	0.263	7.11	0.766
R07B7.10	0.896	5.48	0.548
R07B7.2	0.642	7.33	0.462
R07B7.5	-2.74	3.11	0.201
R07B7.8	0.0474	6.36	0.971
R07B7.9	2.22	2.69	0.316
R07E3.2	-2.37	2.44	0.292
R07E4.3	0.799	3.08	0.664
R07E4.5	-1.07	7.31	0.248
R07E5.1	-0.262	6.97	0.779
R07E5.11	-1.23	4.5	0.486
R07E5.13	2.51	4.31	0.192
R07E5.7	0.581	6.62	0.599
R07G3.7	0.376	6.37	0.773
R07G3.8	-0.103	3.19	1
R07H5.3	-2.47	5.12	0.169
R07H5.8	0.546	8.34	0.301
R08B4.3	0.758	6.34	0.541
R08C7.12	-1.82	2.81	0.374
R08C7.2	-0.0449	7.21	0.962
R08D7.1	0.111	6.89	0.912
R08D7.2	-0.801	6.71	0.449
R08D7.4	-0.217	6.46	0.881
R08D7.5	1.03	6.27	0.404
R08E3.3	-1	6.29	0.509
R08E5.2	0.116	4.45	0.953
R09A8.1	-2.98	4.05	0.115
R09A8.2	0.737	6.77	0.525
R09B3.2	0.289	7.71	0.715
R09B3.3	-0.136	8.9	0.83
R09F10.3	0.239	5.91	0.862
R09F10.8	0.198	8.17	0.715
R102.4	-1.86	4.23	0.336
R102.5	0.0547	8.35	0.918
R107.2	0.424	4.97	0.791
R107.5	-0.1	8.22	0.859
R10D12.12	-0.822	5.86	0.567
R10D12.13	0.881	5.75	0.561
R10D12.14	0.396	8.32	0.457
R10D12.8	0.676	6.3	0.672
R10E11.6	-0.593	5.17	0.749
R10E12.2	0.177	6.25	0.896
R10E4.1	-0.307	6.83	0.761
R10E4.11	0.944	5.94	0.554
R10E4.7	1.18	3.48	0.51
R10E4.9	0.153	5.58	0.923
R10E9.3	-1.21	4.52	0.513
R10F2.6	-2.98	3.47	0.178
R10H10.6	0.947	4.88	0.585
R10H10.7	3.13	5.31	0.0764
R11.1	2.74	5.96	0.0747
R119.1	1.18	7.06	0.39
R119.3	0.643	4.4	0.745
R11A5.3	-4.03	3.57	0.0827
R11A5.4	0.121	7.48	0.89
R11A8.1	0.418	4.98	0.831
R11A8.2	-0.584	7.6	0.409
R11A8.5	0.00159	7.22	1
R11A8.7	-0.779	8.43	0.141
R11D1.1	0.3	7.38	0.739
R11D1.10	1.59	4.94	0.424
R11D1.9	0.65	5.4	0.69
R11G1.2	3.21	3.99	0.0984
R11H6.2	0.357	8.64	0.484
R11H6.5	-0.277	7.68	0.686
R12B2.2	-1.86	4.69	0.306
R12C12.5	-0.313	8.59	0.546
R12C12.6	0.543	7.93	0.406
R12C12.7	0.614	6.47	0.609
R12C12.8	-2.45	3.65	0.19
R12E2.1	0.254	7.77	0.704
R12E2.11	0.788	7.11	0.379
R12E2.12	-2.13	4.43	0.23
R12E2.13	1.03	6.23	0.4
R12E2.2	0.261	9.27	0.585
R12E2.8	5.11	5.15	0.0106
R13A1.10	3.29	2.95	0.157
R13A5.7	-0.227	7.15	0.803
R144.10	-0.333	4.46	0.863
R144.11	1.06	4.92	0.595
R144.12	-1.19	5.92	0.49
R144.13	1.9	4.04	0.29
R144.3	1.21	6.25	0.346
R144.5	0.766	7.02	0.409
R144.6	-0.315	5.78	0.838
R148.3	0.246	7.34	0.766
R148.4	-0.0335	8.41	0.962
R148.5	0.191	5.04	0.928
R151.10	0.39	5.69	0.785
R151.2	0.18	9.66	0.695
R151.6	0.437	7.16	0.669
R151.7	0.149	8.66	0.769
R151.8	0.27	7.58	0.783
R166.2	0.157	8.68	0.752
R166.3	-3.37	4.79	0.076
R166.6	-0.676	6.25	0.58
R17.2	-0.546	7.14	0.698
R186.3	1.22	6.53	0.286
R186.7	0.41	7.8	0.551
R186.8	0.251	3.73	0.922
R31.2	0.606	6.92	0.525
R53.1	-0.433	7.73	0.549
R53.2	-1.03	6.58	0.368
R53.4	0.551	8.1	0.371
R53.5	-0.177	5.54	0.914
R53.6	0.654	6.99	0.476
R74.6	1.08	7.03	0.238
R74.7	-0.0247	7.55	0.979
R74.8	-0.0245	9.32	0.961
R90.1	0.312	5.71	0.856
rab-1	1.14	6.98	0.265
rab-10	-0.256	8.3	0.676
rab-11.1	-0.34	7.93	0.583
rab-14	0.302	6.95	0.753
rab-18	3.59	5.06	0.0509
rab-21	0.638	6.32	0.586
rab-30	0.427	5.96	0.778
rab-33	0.107	4.5	0.965
rab-35	0.31	5.78	0.831
rab-39	-0.799	3.76	0.703
rab-5	1.02	7.37	0.204
rab-6.1	0.657	6.73	0.542
rab-6.2	0.558	6.46	0.632
rab-7	1.04	6.66	0.343
rab-8	1.05	7.98	0.108
rabn-5	0.251	7.39	0.758
rabs-5	-1.71	5.71	0.311
rabx-5	-1.49	3.55	0.478
rack-1	0.272	6.65	0.811
rad-23	-0.0612	9.03	0.899
rad-26	-0.19	8.5	0.716
rad-50	0.129	8.97	0.82
rad-51	-0.0911	8.21	0.869
rad-54	0.286	7.7	0.683
raga-1	-0.0422	8.43	0.94
ragc-1	0.0584	7.92	0.93
ral-1	0.299	6.36	0.806
ran-1	0.176	8.8	0.745
ran-2	0.324	7.9	0.605
ran-3	0.765	9.14	0.126
ran-4	0.606	7.24	0.47
ran-5	-0.425	7.47	0.588
rap-1	-0.431	7.98	0.473
rap-2	1.1	6.81	0.286
rars-1	0.647	8.44	0.2
rars-2	0.0344	8.3	0.952
rba-1	0.358	8.41	0.539
rbc-1	0.124	6.72	0.911
rbd-1	0.946	6.96	0.477
rbg-1	0.383	7.06	0.717
rbg-2	-0.396	7.45	0.609
rbg-3	0.22	9.21	0.637
rbr-2	-1.33	7.03	0.169
rbx-1	0.156	7.41	0.853
rbx-2	-0.153	7.37	0.847
rcq-5	-0.902	6.68	0.444
rde-1	-0.36	7.8	0.582
rde-2	-0.452	8.26	0.404
rde-4	0.407	7.84	0.55
rec-8	1.29	6.91	0.188
ref-1	-0.113	5.75	0.939
rep-1	0.538	5.62	0.725
repo-1	-0.461	6.73	0.66
reps-1	-3.04	3.18	0.175
rer-1	0.748	6.96	0.426
ret-1	0.473	9.03	0.322
retr-1	-0.0107	8.89	0.986
rev-1	-0.474	5.41	0.794
rfc-1	0.136	8.9	0.797
rfc-2	-0.43	6.84	0.672
rfc-3	-0.0373	8.14	0.952
rfc-4	-0.511	8.18	0.364
rfl-1	-0.401	7.22	0.645
rfp-1	-0.152	8.63	0.768
rga-1	3.39	5.84	0.056
rga-3	0.2	6.74	0.849
rga-4	2.02	4.49	0.295
rgl-1	2.5	4.8	0.155
rgr-1	-0.105	7.59	0.884
rgs-1	2.1	3.47	0.335
rgs-10	2.64	3.88	0.187
rgs-11	-0.0551	8.32	0.921
rgs-5	-0.194	7.27	0.828
rgs-7	-1.07	7.6	0.287
rgs-9	0.302	8.2	0.618
rha-1	-1.3	7.69	0.124
rha-2	-0.212	7.06	0.816
rheb-1	0.526	6.42	0.66
rhgf-2	-2.77	2.67	0.232
rhi-1	0.554	6.77	0.601
rho-1	-1.73	4.74	0.297
rhy-1	-0.764	7.01	0.428
rib-1	0.583	5.99	0.694
rib-2	2.27	5.53	0.195
ric-19	-3.5	3.87	0.119
ric-8	-0.239	5.82	0.872
rict-1	-1.14	7.14	0.197
rig-1	0.85	4.01	0.683
rig-4	-0.781	8.34	0.151
ril-1	-0.00267	7.45	1
ril-2	0.275	7.96	0.67
riok-1	-0.169	8.52	0.736
riok-2	-0.849	7.4	0.277
riok-3	-0.463	6.74	0.713
rla-0	-0.146	6.09	0.91
rla-1	0.0067	5.25	1
rla-2	-0.423	3.37	0.847
rlbp-1	1.01	5.76	0.492
rle-1	-2.39	4.31	0.259
rmd-1	0.0342	9.92	0.946
rmd-2	0.378	7.31	0.647
rme-1	0.427	7.63	0.54
rme-2	1.08	7.8	0.292
rme-4	2.01	6.1	0.193
rme-6	-0.0336	5.87	0.988
rme-8	0.261	6.75	0.814
rnf-1	-0.387	7.39	0.618
rnf-113	0.182	6.66	0.875
rnf-121	0.901	6.74	0.381
rnf-5	0.892	7.54	0.238
rnh-1.0	1.57	5.18	0.376
rnh-1.2	-0.24	5.79	0.868
rnh-2	-0.167	6.95	0.863
rnp-1	-0.0935	7.81	0.895
rnp-2	0.778	6.71	0.482
rnp-3	0.44	6.81	0.68
rnp-4	0.0625	7.48	0.935
rnp-5	0.173	8.22	0.761
rnp-6	-0.607	7.71	0.376
rnp-7	-0.437	6.97	0.638
rnp-8	-0.19	8.33	0.722
rnr-1	0.113	9.4	0.813
rnr-2	0.0353	10.4	0.941
rnt-1	-3.05	2.85	0.16
rod-1	-1.23	7.2	0.145
rog-1	-5.3	4.65	0.0122
rom-1	0.858	6.21	0.526
rom-4	-0.776	6.68	0.513
rom-5	0.677	6.21	0.594
rop-1	0.214	8.44	0.694
rpa-1	0.188	9.22	0.707
rpa-2	-0.139	8.32	0.803
rpb-10	0.942	5.09	0.563
rpb-11	1.33	5.25	0.404
rpb-12	-0.35	4.43	0.861
rpb-2	-0.197	8.66	0.706
rpb-3	0.11	8.2	0.853
rpb-4	-0.225	7.05	0.817
rpb-5	-0.101	7.29	0.907
rpb-6	-0.232	7.18	0.808
rpb-7	0.037	7.1	0.972
rpb-8	1.3	6.57	0.242
rpb-9	0.0507	6.74	0.969
rpc-1	0.165	9.02	0.733
rpia-1	-0.182	6.34	0.883
rpl-1	1.38	5.15	0.393
rpl-10	0.29	6.79	0.775
rpl-11.1	1.92	5.71	0.192
rpl-11.2	-3.11	4.15	0.0965
rpl-12	-0.11	9.41	0.822
rpl-13	0.744	5.51	0.62
rpl-14	2.31	3.89	0.233
rpl-15	-0.548	5.84	0.691
rpl-16	-1.38	5.05	0.449
rpl-17	-0.0919	5.19	0.959
rpl-18	-1.06	5.48	0.487
rpl-19	1.3	4.92	0.467
rpl-2	-0.062	5.06	0.976
rpl-20	0.184	4.5	0.933
rpl-21	0.0808	3.91	0.973
rpl-22	-0.00121	3.1	1
rpl-23	0.792	5.55	0.604
rpl-24.1	1.18	5.87	0.431
rpl-24.2	0.0374	5.16	0.989
rpl-25.2	-0.441	4.92	0.8
rpl-26	-0.0841	5.08	0.966
rpl-27	-0.0296	5.26	1
rpl-28	1.33	4.87	0.428
rpl-29	0.0506	3.95	1
rpl-3	0.372	6.21	0.791
rpl-30	2.29	4.43	0.194
rpl-31	0.829	4.35	0.619
rpl-32	0.261	4.82	0.89
rpl-33	0.657	4.42	0.694
rpl-34	1.74	3.32	0.345
rpl-35	0.244	3.99	0.925
rpl-36	0.666	3.45	0.742
rpl-38	-0.811	3.9	0.672
rpl-4	0.485	6.79	0.67
rpl-41	0.0045	3.68	1
rpl-5	-0.494	6.82	0.64
rpl-6	1.57	5.09	0.326
rpl-7	0.286	5.99	0.836
rpl-7A	-0.321	6.38	0.782
rpl-9	0.741	4.43	0.68
rpm-1	-2.92	4.08	0.18
rpn-1	0.783	8.49	0.133
rpn-10	0.0857	8.19	0.884
rpn-11	0.274	8.07	0.648
rpn-12	0.287	7.93	0.644
rpn-2	-0.38	8.53	0.465
rpn-3	0.17	9.17	0.716
rpn-5	-0.401	8.75	0.403
