	P0_rep1	P0_rep2	AB_rep1	AB_rep2	P1_rep1	P1_rep2	
C16C8.21	0	0	0	0	0	0	
C16C8.22	0	4.45	0	0	0	0	
C16C8.23	0	0	0	0	0	0	
C16C8.24	0	0	0	0	0	0	
C16C8.4	121.96	157.78	66.44	64.33	63.99	29.85	
C16C8.5	112.22	25.63	20.5	15.31	42.89	18.16	
C16C8.7	0	0	0	0	0	0	
C16C8.8	0	0	0	0	0	0	
C16C8.9	0	0	0	0	0	0	
C16C8.t1	0	0	0	0	0	0	
C16C8.t2	0	0	0	0	0	0	
C16D2.1	0	0	0	0	0	0	
C16D2.2	0	0	0	0	0	0	
C16D2.3	0	0	0	0	0	0	
C16D6.1	0	0	0	0	0	0	
C16D6.2	5.24	11.19	0	0	0	0	
C16D6.3	0	0	0	0	0	0	
C16D9.1	0	0	0	0	0	0	
C16D9.10	0	0	0	0	0	0	
C16D9.11	0	0	0	0	0	0	
C16D9.12	0	0	0	0	0	0	
C16D9.13	0	0	0	0	0	0	
C16D9.14	0	0	0	0	0	0	
C16D9.15	0	0	0	0	0	0	
C16D9.3	0	0	0	0	0	0	
C16D9.4	0	0	0	0	0	0	
C16D9.5	0	0	0	0	0	0	
C16D9.6	39.05	15.45	0	21.85	16.1	43.03	
C16D9.8	0	0	0	0	0	0	
C16D9.9	0	0	0	0	0	0	
C16D9.t2	0	0	0	0	0	0	
C16D9.t3	0	0	0	0	0	0	
C16D9.t4	0	0	0	0	0	0	
C16E9.1	0	0	0	0	0	0	
C16E9.10	0	0	0	0	0	0	
C16E9.11	0	0	0	0	0	0	
C16E9.12	0	0	0	0	0	0	
C16E9.13	0	0	0	0	0	0	
C16E9.14	0	0	0	0	0	0	
C16E9.15	0	0	0	0	0	0	
C16E9.16	0	0	0	0	0	0	
C16E9.17	0	0	0	0	0	0	
C16E9.18	0	0	0	0	0	0	
C16E9.19	0	0	0	0	0	0	
C16E9.2	299.55	241.5	289.85	464.54	600.21	392.04	
C16E9.20	0	0	0	0	0	0	
C16E9.21	0	0	0	0	0	0	
C16E9.22	0	0	0	0	0	0	
C16E9.23	0	0	0	0	0	0	
C16E9.24	0	0	0	0	0	0	
C16E9.25	0	0	0	0	0	0	
C16E9.26	0	0	0	0	0	0	
C16E9.27	0	0	0	0	0	0	
C16E9.28	0	0	0	0	0	0	
C16E9.29	0	0	0	0	0	0	
C16E9.7	0	0	0	0	0	0	
C16E9.8	0	0	0	0	0	0	
C16E9.9	0	0	0	0	0	0	
C16H3.1	0	0	0	0	0	0	
C16H3.3	0	2.37	28.39	0	3.87	0	
C16H3.6	0	0	0	0	0	0	
C16H3.7	0	0	0	0	0	0	
C16H3.t1	0	0	0	0	0	0	
C16H3.t2	0	0	0	0	0	0	
C17A2.2	0	0	0	0	0	0	
C17A2.3	0	0	0	0	0	0	
C17A2.4	0	0	0	0	0	0	
C17A2.6	0	0	0	0	0	0	
C17A2.7	0	0	0	0	0	0	
C17B7.10	0	0	0	0	0	0	
C17B7.12	0	0	0	0	0	0	
C17B7.14	0	0	0	0	0	0	
C17B7.2	0	0	0	0	0	0	
C17B7.3	0	0	0	0	0	0	
C17B7.4	0	0	0	0	0	0	
C17B7.5	0	0	0	0	0	0	
C17B7.8	0	0	0	0	0	0	
C17B7.9	0	0	0	0	0	0	
C17C3.1	132.92	110.57	0	33.95	156.97	60.73	
C17C3.11	0	0	0	0	0	0	
C17C3.13	0	0	0	0	0	0	
C17C3.14	0	0	0	0	0	0	
C17C3.15	0	0	0	0	0	0	
C17C3.2	0	0	0	0	0	0	
C17C3.21	0	0	0	0	0	0	
C17C3.22	0	0	0	0	0	0	
C17C3.23	0	0	0	0	0	0	
C17C3.3	0	0	0	0	0	0	
C17C3.5	0	0	0	0	0	0	
C17C3.6	0	0	0	0	0	0	
C17C3.9	0	0	0	0	0	0	
C17D12.1	3.14	25.59	56.69	103.27	8.88	62.92	
C17D12.10	0	0	0	0	0	0	
C17D12.11	0	0	0	0	0	0	
C17D12.12	0	0	0	0	0	0	
C17D12.13	0	0	0	0	0	0	
C17D12.14	0	0	0	0	0	0	
C17D12.15	0	0	0	0	0	0	
C17D12.16	0	0	0	0	0	0	
C17D12.3	0	0	0	0	0	0	
C17D12.5	0	0	0	0	0	0	
C17D12.7	3.76	2.84	0.72	7.08	1.33	10.54	
C17D12.8	14.22	0	0	0	0	0	
C17D12.9	0	0	0	0	0	0	
C17D12.t1	0	0	0	0	0	0	
C17D12.t2	0	0	0	0	0	0	
C17D12.t3	0	0	0	0	0	0	
C17E4.1	0	0	0	0	0	0	
C17E4.10	143.96	173.31	155.81	158.16	208.41	142	
C17E4.11	94.06	36.8	59.66	23.55	73.77	32.42	
C17E4.12	0	0	0	0	0	0	
C17E4.14	0	0	0	0	0	0	
C17E4.15	0	0	0	0	0	0	
C17E4.16	0	0	0	0	0	0	
C17E4.17	0	0	0	0	0	0	
C17E4.18	0	0	0	0	0	0	
C17E4.2	0	0.3	17.03	0	0	0	
C17E4.3	316.79	343	230.89	219.21	310.12	266.72	
C17E4.4	218.82	261.59	170.62	59.06	206.46	87.47	
C17E4.6	33.5	39.62	145.21	104.18	136.6	104.43	
C17E7.10	0	0	0	0	0	0	
C17E7.12	86.45	149.46	133.96	21.1	86.76	23.55	
C17E7.13	2.8	4.38	0	0	0	0	
C17E7.4	59.31	53.99	170.09	184.1	186.87	64.39	
C17E7.9	66.99	74.87	138.51	55.73	81.87	20.95	
C17F3.1	0	0	0	0	0	0	
C17F3.3	0	0	0	0	0	0	
C17F3.4	0	0	0	0	0	0	
C17F4.11	0	0	0	0	0	0	
C17F4.12	0	0	0	0	0	0	
C17F4.13	0	0	0	0	0	0	
C17F4.2	0	0.67	0	0	30.28	0	
C17F4.3	0	0	0	0	0	0	
C17F4.7	0	0	0	0	0	0	
C17F4.8	31.98	18.45	21.29	10.83	36.72	13.01	
C17G1.1	0	0	0	0	0	0	
C17G1.10	0	0	0	0	0	0	
C17G1.11	0	0	0	0	0	0	
C17G1.12	0	0	0	0	0	0	
C17G1.13	0	0	0	0	0	0	
C17G1.2	0	0	0	0	0	0	
C17G1.5	0.83	0	0.84	0	0	0	
C17G1.7	0	0	0	0.51	0	0	
C17G1.9	0	0	0	0	0	0	
C17G10.1	183.34	221.11	188.06	184.73	121.54	113.6	
C17G10.10	0	0	0	0	0	0	
C17G10.11	0	0	0	0	0	0	
C17G10.12	0	0	0	0	0	0	
C17G10.2	202.84	178.13	236.34	171.23	103.96	159.66	
C17G10.3	0	0	0	0	0	0	
C17G10.6	0	0	0	0	0	0	
C17G10.7	0	0	0	0	0	0	
C17G10.9	242.55	271.48	225.3	247.95	108.09	185.19	
C17H1.1	0	0	0	0	0	0	
C17H1.10	0	0	0	0	0	0	
C17H1.11	0	0	0	0	0	0	
C17H1.12	0	0	0	0	0	0	
C17H1.13	0	0	0	0	0	0	
C17H1.14	0	0	0	0	0	0	
C17H1.2	0	0	0	0	0	0	
C17H1.3	0	0	0	0	0	0	
C17H1.4	0	0	0	0	0	0	
C17H1.5	0	0	0	0	0	0	
C17H1.6	0	0	0	0	0	0	
C17H1.7	0	0	0	0	0	0	
C17H1.8	0	0	0	0	0	0	
C17H1.9	0	0	0	0	0	0	
C17H11.1	0	0	0	0	0	0	
C17H11.10	0	0	0	0	0	0	
C17H11.2	37.04	9.84	86.5	50.7	48.91	114.69	
C17H11.4	0.76	0.77	0	0	0	0	
C17H11.5	0	1.06	0	0	0	0	
C17H11.6	1.98	18.75	19.66	8.71	42.55	12.1	
C17H11.7	0	0	0	0	0	0	
C17H11.8	0	0	0	0	0	0	
C17H11.9	0	0	0	0	0	0	
C17H12.10	0	0	0	0	0	0	
C17H12.11	0	0	0	0	0	0	
C17H12.12	0	0	0	0	0	0	
C17H12.13	220.96	231.47	116.23	104.58	162.22	143.06	
C17H12.2	48.93	48.16	8.21	12.14	43.5	5.48	
C17H12.3	0	0	0	0	0	0	
C17H12.30	0	0	0	0	0	0	
C17H12.31	0	0	0	0	0	0	
C17H12.32	0	0	0	0	0	0	
C17H12.33	0	0	0	0	0	0	
C17H12.34	0	0	0	0	0	0	
C17H12.35	0	0	0	0	0	0	
C17H12.4	0	0	0	0	0	0	
C17H12.5	0	0	0	0	0	0	
C17H12.6	0	0	0	0	0	0	
C17H12.7	0	0	0	0	0	0	
C17H12.8	0	0	0	0	0	0	
C18A11.1	0	0	0	0	0	0	
C18A11.10	0	0	0	0	0	0	
C18A11.11	0	0	0	0	0	0	
C18A11.12	0	0	0	0	0	0	
C18A11.13	0	0	0	0	0	0	
C18A11.2	0	0	0	0	0	0	
C18A11.3	0	0	0	0	0	0	
C18A11.4	0	0	0	0	0	0	
C18A11.6	0	0	0	0	0	0	
C18A11.t1	0	0	0	0	0	0	
C18A11.t2	0	0	0	0	0	0	
C18A3.1	101.85	109.91	147.1	71.44	0.68	41.17	
C18A3.10	0	0	0	0	0	0	
C18A3.11	0	0	0	0	0	0	
C18A3.12	0	0	0	0	0	0	
C18A3.13	0	0	0	0	0	0	
C18A3.14	0	0	0	0	0	0	
C18A3.15	0	0	0	0	0	0	
C18A3.16	0	0	0	0	0	0	
C18A3.17	0	0	0	0	0	0	
C18A3.18	0	0	0	0	0	0	
C18A3.19	0	0	0	0	0	0	
C18A3.2	78.53	84.52	46.39	20.66	52.84	14.19	
C18A3.20	0	0	0	0	0	0	
C18A3.21	0	0	0	0	0	0	
C18A3.22	0	0	0	0	0	0	
C18A3.23	0	0	0	0	0	0	
C18A3.3	117.55	103.21	135.13	111.96	85.96	109.38	
C18A3.4	0	23.23	0	3.06	33.55	0	
C18A3.7	0	0	0	0	0	0	
C18A3.9	0	0	3.89	0	11.2	0	
C18B10.6	0	1.42	0	0	0	0	
C18B12.1	0	0	0	0	0	0	
C18B12.10	0	0	0	0	0	0	
C18B12.11	0	0	0	0	0	0	
C18B12.12	0	0	0	0	0	0	
C18B12.13	0	0	0	0	0	0	
C18B12.14	0	0	0	0	0	0	
C18B12.15	0	0	0	0	0	0	
C18B12.2	0	0	0	0	0	0	
C18B12.4	67.38	76.19	87.78	62.92	10.28	153.94	
C18B12.6	41.84	37.21	149.57	81.71	40.83	44.27	
C18B12.9	0	0	0	0	0	0	
C18B2.1	0	0	0	0	0	0	
C18B2.2	0	0	0	0	0	0	
C18B2.3	0	0	0	0	0	0	
C18B2.4	12.45	0	10.75	32.09	14.41	57.51	
C18B2.5	0	0	0	0	0	0	
C18B2.6	0	0	0	0	0	0	
C18B2.7	0	0	0	0	0	0	
C18B2.8	0	0	0	0	0	0	
C18C4.11	0	0	0	0	0	0	
C18C4.12	0	0	0	0	0	0	
C18C4.13	0	0	0	0	0	0	
C18C4.14	0	0	0	0	0	0	
C18C4.15	0	0	0	0	0	0	
C18C4.16	0	0	0	0	0	0	
C18C4.4	0	0	0	0	0	0	
C18C4.5	8.75	15.88	7.62	26.3	0	0.51	
C18C4.7	0	0	0	0	0	0	
C18D1.11	0	0	0	0	0	0	
C18D1.12	0	0	0	0	0	0	
C18D1.13	0	0	0	0	0	0	
C18D1.14	0	0	0	0	0	0	
C18D1.15	0	0	0	0	0	0	
C18D1.16	0	0	0	0	0	0	
C18D1.17	0	0	0	0	0	0	
C18D1.18	0	0	0	0	0	0	
C18D1.19	0	0	0	0	0	0	
C18D1.2	0	0	0	0	0	0	
C18D1.20	0	0	0	0	0	0	
C18D11.1	0	1.35	0	0	0	0	
C18D11.10	0	0	0	0	0	0	
C18D11.3	0.31	0.62	96.38	42.51	183.07	64.81	
C18D11.6	0	0	0	0	0	0	
C18D11.7	0	0	0	0	0	0	
C18D11.9	0	0	0	0	0	0	
C18D4.10	0	0	0	0	0	0	
C18D4.11	0	0	0	0	0	0	
C18D4.3	0	0	0	0	0	0	
C18D4.4	0	0	0	0	0	0	
C18D4.6	0	0	0	1.03	0	0	
C18D4.8	0	0	0	0	0	0	
C18D4.t1	0	0	0	0	0	0	
C18E3.1	0	5.31	0.36	0	0.75	0	
C18E3.10	0	0	0	0	0	0	
C18E3.2	129.86	110.77	141.24	136.17	112.75	78.23	
C18E3.3	60.49	25.95	30.55	83.54	50.3	57.83	
C18E3.4	0	0	0	0	0	0	
C18E3.5	158.39	140.91	129.23	54.92	178.28	56.67	
C18E3.9	226.51	140.69	358.36	224.45	201.8	235.91	
C18E9.10	229.41	141.94	86.54	111.87	92.23	93.63	
C18E9.12	0	0	0	0	0	0	
C18E9.13	0	0	0	0	0	0	
C18E9.14	0	0	0	0	0	0	
C18E9.2	609.63	372.33	723.28	445.73	673.14	646.85	
C18E9.4	211.52	245.21	138.93	29.07	119.09	51.37	
C18E9.5	3.84	6.35	1.11	0	2.71	4.19	
C18E9.7	2.29	0	0	0	0	0	
C18E9.8	0	0	0	0	0	0	
C18E9.9	0	0	0	0	0	0	
C18F10.2	0	0	0	0	0	0	
C18F10.7	44.42	80.64	154.78	169.33	110.53	141.29	
C18F10.9	0	0	0	0	0	0	
C18F3.10	0	0	0	0	0	0	
C18F3.11	0	0	0	0	0	0	
C18F3.12	0	0	0	0	0	0	
C18F3.6	0	0	0	0	0	0	
C18F3.7	0	0	0	0	0	0	
C18F3.8	0	0	0	0	0	0	
C18F3.9	0	0	0	0	0	0	
C18G1.1	0	0	0	0	0	0	
C18G1.3	0	0	0	0	0	0	
C18G1.6	0	0	0	0	0	0	
C18G1.7	0	0	0	0	0	0	
C18G1.8	0	0	0	0	0	0	
C18G1.9	0	0	0	0	0	0	
C18H2.1	0	0	0	0	0	0	
C18H2.2	0.91	0	20.33	17.02	2.31	25.71	
C18H2.3	0	0	0	0	0	0	
C18H2.4	0	0	0	0	0	0	
C18H2.5	0	0	0	0	0	0	
C18H2.7	0	0	0	0	0	0	
C18H7.1	0	0	0	0	0	0	
C18H7.11	0	0	0	0	0	0	
C18H7.12	0	0	0	0	0	0	
C18H7.14	0	0	0	0	0	0	
C18H7.15	0	0	0	0	0	0	
C18H7.16	0	0	0	0	0	0	
C18H7.4	0	0	0	0	0	0	
C18H7.5	0	0	0	0	0	0	
C18H7.6	0	0	0	0	0	0	
C18H7.7	0	0	0	0	0	0	
C18H9.1	0	0	0	0	0	0	
C18H9.10	0	0	0	0	0	0	
C18H9.11	0	0	0	0	0	0	
C18H9.3	0.38	2.22	0.26	0.75	0	3.14	
C18H9.5	0	0	0	0	0	0	
C18H9.6	0	0	0	0	0	0	
C18H9.9	0	0	0	0	0	0	
C23F12.3	0	0	0	0	0	0	
C23F12.4	148.1	58.5	118.62	65.38	126.01	89.17	
C23F12.6	0	0	0	0	0	0	
C23F12.7	0	0	0	0	0	0	
C23F12.8	0	0	0	0	0	0	
C23G10.1	0	0	0	0	0	0	
C23G10.10	0	0	0	0	0	0	
C23G10.11	0	0	0	0	0	0	
C23G10.2	134.2	136.83	77.87	22.36	60.13	51.91	
C23G10.5	0	0	0	0	0	0	
C23G10.6	0	0	0	0	0	0	
C23G10.7	235.03	190.89	138.08	146.61	334.98	272.67	
C23G10.8	44.8	26.37	67.11	93.63	50.44	72.4	
C23H3.10	0	0	0	0	0	0	
C23H3.11	0	0	0	0	0	0	
C23H3.2	0	0	0	0	0	0	
C23H3.3	19.4	52.76	57.25	34.98	98.43	22.31	
C23H3.5	223.87	199.43	147.05	108.98	225.21	123.05	
C23H3.9	0	0	0	0	0	0	
C23H4.10	0	0	0	0	0	0	
C23H4.11	0	0	0	0	0	0	
C23H4.12	0	0	0	0	0	0	
C23H4.13	0	0	0	0	0	0	
C23H4.2	0	0	0	0	0	0	
C23H4.3	0	2.45	0	0	0	0	
C23H4.4	0	0	0	0	0	0	
C23H4.6	1.71	0	0.11	0.32	6.1	0	
C23H4.7	0	0	0	0	0	0	
C23H4.8	0	0	0	0	0	0	
C23H4.9	0	0	0	0	0	0	
C23H5.10	0	0	0	0	0	0	
C23H5.11	0	0	0	0	0	0	
C23H5.12	0.67	0	0	0	0	0	
C23H5.13	0	0	0	0	0	0	
C23H5.14	0	0	0	0	0	0	
C23H5.4	0	0	0	0	0	0	
C23H5.5	0	0	0	0	0	0	
C23H5.6	0	0	0	0	0	0	
C23H5.8	0	0	0	0	0	0	
C24A1.2	0	27.4	0	0	0	25.62	
C24A1.3	0	0	0	14.99	0	1.12	
C24A1.5	0	0	0	0	0	0	
C24A1.6	0	0	0	0	0	0	
C24A1.7	0	0	0	0	0	0	
C24A11.1	0	0	48.82	0	0	0	
C24A11.11	0	0	0	0	0	0	
C24A11.12	0	0	0	0	0	0	
C24A11.13	0	0	0	0	0	0	
C24A11.2	0	0	0	0	0	0	
C24A11.5	0	0	0	0	0	0	
C24A11.6	0	0	0	0	0	0	
C24A3.1	0	0	0	0	0.2	0	
C24A3.10	0	0	0	0	0	0	
C24A3.11	0	0	0	0	0	0	
C24A3.12	0	0	0	0	0	0	
C24A3.13	0	0	0	0	0	0	
C24A3.14	0	0	0	0	0	0	
C24A3.2	0	0	0	0	0	0	
C24A3.4	0	0	0	0	0	0	
C24A3.9	0	0	0	0	0	0	
C24A8.10	0	0	0	0	0	0	
C24A8.11	0	0	0	0	0	0	
C24A8.12	0	0	0	0	0	0	
C24A8.13	0	0	0	0	0	0	
C24A8.5	0	0	0	0	0	0	
C24A8.6	0	0	0	0	0	0	
C24A8.7	0	0	0	0	0	0	
C24A8.8	0	0	0	0	0	0	
C24A8.9	0	0	0	0	0	0	
C24B5.1	0	0	0	6.17	0	3.24	
C24B5.4	0	0	0	0	0	0	
C24B5.7	0	0	0	0	0	0	
C24B5.8	0	0	0	0	0	0	
C24B5.9	0	0	0	0	0	0	
C24B9.17	0	0	0	0	0	0	
C24B9.3	0	0	0	0	0	0	
C24D10.1	0	0	0	0	0	0	
C24D10.2	0	0	0	0	0	0	
C24D10.3	0	0	0	0	0	0	
C24D10.4	145.21	177.62	188.32	79.85	181.61	88.34	
C24D10.47	0	0	0	0	0	0	
C24D10.5	231.13	95.28	41.29	117.26	106.98	155	
C24D10.6	118.02	154.83	121.7	61.35	198.91	80.2	
C24E9.1	0	0	0	0	0	0	
C24E9.2	0	0	0	0	0	0	
C24F3.2	137.97	97.6	112.27	86.7	132.1	208	
C24F3.7	0	0	0	0	0	0	
C24G6.10	0	0	0	0	0	0	
C24G6.11	0	0	0	0	0	0	
C24G6.2	9.9	0	0	5	0	2.23	
C24G6.6	0	0	0	0	0.79	0	
C24G6.8	63.63	97.23	71.76	108.97	70.34	141.13	
C24G7.1	0	0	0	0	0	0	
C24G7.4	0	0	0	0	0	0	
C24H10.1	0.96	0	0	0	0	0	
C24H10.2	6.29	7.09	93.07	76.7	65.75	72.98	
C24H10.3	0	0	0	0	0	0	
C24H10.4	0	0	0	0	0	0	
C24H11.1	0	0	0	0	0	0	
C24H11.10	0	0	0	0	0	0	
C24H11.11	0	0	0	0	0	0	
C24H11.12	0	0	0	0	0	0	
C24H11.13	0	0	0	0	0	0	
C24H11.2	0	0	0	0	0	0	
C24H11.5	12.02	12.9	1.08	0	15.84	1.75	
C24H11.t1	0	0	0	0	0	0	
C24H12.1	0	0	0	0	0	0	
C24H12.11	0	0	0	0	0	0	
C24H12.12	0	0	0	0	0	0	
C24H12.13	0	0	0	0	0	0	
C24H12.14	0	0	0	0	0	0	
C24H12.15	0	0	0	0	0	0	
C24H12.2	0	0	0	0	0	0	
C24H12.3	0	0	0	0	0	0	
C24H12.4	45.15	77.47	29.56	56.79	80.79	25.76	
C24H12.5	23.73	37.12	75.36	25.43	2.45	63.39	
C24H12.6	0	0	0	0	0	0	
C24H12.7	0	0	0	0	0	0	
C24H12.8	0	0	0	0	0	0	
C24H12.9	0	0	0	0	0	0	
C25A1.1	142.77	143.87	68.87	98.17	243.61	98.26	
C25A1.12	128.99	211.07	143.3	126.54	182.65	105.37	
C25A1.13	77.7	98.77	23.81	56.14	145.44	47.14	
C25A1.15	0	0	0	0	0	0	
C25A1.16	231.41	294.3	54.2	56.16	89.56	52.72	
C25A1.17	0	0	0	0	0	0	
C25A1.18	0	0	0	0	0	0	
C25A1.4	101.55	91.8	181.52	105.51	73.6	129.6	
C25A1.5	390	405.81	350.27	255.88	421.61	263.38	
C25A1.6	0	0	0	0	0	0	
C25A11.1	0	0	0	0	0	0	
C25A11.2	93.56	37.28	72.79	56.24	20.24	146.45	
C25A11.5	0	0	0	0	0	0	
C25A11.6	0	0	0	0	0	0	
C25A11.7	0	0	0	0	0	0	
C25A11.8	0	0	0	0	0	0	
C25A11.9	0	0	0	0	0	0	
C25A6.1	0	0	0	0	0	0	
C25A8.1	0	0	0	0	0	0	
C25A8.2	0	0	0	0	0	0	
C25A8.4	0	0	0	0	0	0	
C25A8.5	0	0	0	0	0	0	
C25A8.9	0	0	0	0	0	0	
C25B8.10	0	0	0	0	0	0	
C25B8.11	0	0	0	0	0	0	
C25B8.12	0	0	0	0	0	0	
C25B8.5	0	0	0	0	0	0	
C25B8.7	0	0	0	0	0	0	
C25B8.8	0	0	0	0	0	0	
C25B8.9	0	0	0	0	0	0	
C25D7.1	0	0	0	0	0	0	
C25D7.10	57.8	115.29	0.45	29.85	68.47	5.79	
C25D7.12	0	0	0	0	0.39	0	
C25D7.14	0	0	0	0	0	0	
C25D7.15	1.12	28.24	0	0	0	0	
C25D7.16	0	0	0	0	0	0	
C25D7.17	0	0	0	0	0	0	
C25D7.18	0	0	0	0	0	0	
C25D7.2	0	0	0	0	0	0	
C25D7.5	0	0	0	0	0	0	
C25D7.9	0	0	0	0	0	0	
C25E10.10	0	0	0	0	0	0	
C25E10.11	0	0	0	0	0	0	
C25E10.12	0	0	0	0	0	0	
C25E10.13	0	0	0	0	0	0	
C25E10.14	0	0	0	0	0	0	
C25E10.15	0	0	0	0	0	0	
C25E10.4	0	0	0	0	0	0	
C25E10.5	0	0	0	0	0	0	
C25E10.7	0	0	0	0	0	0	
C25E10.8	0	0	0	0	0	0	
C25F6.1	145.68	114.72	117.19	28.18	0	46.57	
C25F6.10	0	0	0	0	0	0	
C25F6.11	0	0	0	0	0	0	
C25F6.12	0	0	0	0	0	0	
C25F6.13	0	0	0	0	0	0	
C25F6.14	0	0	0	0	0	0	
C25F6.15	0	0	0	0	0	0	
C25F6.16	0	0	0	0	0	0	
C25F6.17	0	0	0	0	0	0	
C25F6.18	0	0	0	0	0	0	
C25F6.19	0	0	0	0	0	0	
C25F6.20	0	0	0	0	0	0	
C25F6.21	0	0	0	0	0	0	
C25F6.22	0	0	0	0	0	0	
C25F6.23	0	0	0	0	0	0	
C25F6.24	0	0	0	0	0	0	
C25F6.25	0	0	0	0	0	0	
C25F6.26	0	0	0	0	0	0	
C25F6.27	0	0	0	0	0	0	
C25F6.28	0	0	0	0	0	0	
C25F6.29	0	0	0	0	0	0	
C25F6.6	0	0	0	0	0	0	
C25F6.7	6.61	0	0	0	0	0	
C25F6.8	0	0	0	0	0	0	
C25F6.9	0	0	0	0	0	0	
C25F6.t1	0	0	0	0	0	0	
C25F6.t2	0	0	0	0	0	0	
C25F6.t3	0	0	0	0	0	0	
C25F6.t4	0	0	0	0	0	0	
C25F9.10	0	0	0	0	0	0	
C25F9.11	0	0	0	0	0	0	
C25F9.12	0	0	0	0	0	0	
C25F9.13	0	0	0	0	0	0	
C25F9.14	0	0	0	0	0	0	
C25F9.15	0	0	0	0	0	0	
C25F9.16	0	0	0	0	0	0	
C25F9.17	0	0	0	0	0	0	
C25F9.2	0	0	0	0	0	0	
C25F9.4	0	0	0	0	0	0	
C25F9.5	0	0	0	0	0	0	
C25F9.6	0	0	0	0	0	0	
C25F9.8	0	0	0	0	0	0	
C25F9.9	0	0	0	0	0	0	
C25F9.t1	0	0	0	0	0	0	
C25F9.t2	0	0	0	0	0	0	
C25F9.t3	0	0	0	0	0	0	
C25F9.t4	0	0	0	0	0	0	
C25F9.t5	0	0	0	0	0	0	
C25G4.10	22.69	1	2.69	8.28	0	20.65	
C25G4.2	55.63	5.7	45.42	4.84	0	0	
C25G4.3	106.21	48.53	148.03	21.27	144.44	24.59	
C25G4.6	0	0	0	0	0	0	
C25G4.7	0	0	0	0	0	0	
C25G4.8	0	0	0	0	0	0	
C25G6.1	0	0	0	0	0	0	
C25G6.3	0	0	0	0	0	0	
C25G6.4	13.83	34.79	29.96	7.11	17.47	0.79	
C25H3.1	0	0	0	0	0	0	
C25H3.10	28.31	0	0	0	0	0	
C25H3.11	0	0	0	0	0	0	
C25H3.12	0	0	29.18	0	0	0	
C25H3.14	79.1	53.04	96.19	29.56	4.82	31.92	
C25H3.15	0	0	0	0	0	0	
C25H3.16	0	0	0	0	0	0	
C25H3.17	37.71	72.71	21.2	0	0	2.28	
C25H3.18	0	2.7	19.95	0	0	2.93	
C25H3.19	0	0	0	0	0	0	
C25H3.20	0	0	0	0	0	0	
C25H3.3	80.19	56.33	42.03	12.3	60.35	10.11	
C25H3.4	96.24	58.57	115.79	113.72	78.57	142.63	
C25H3.7	130.32	158.54	74.06	85.89	166.76	90.95	
C25H3.8	26.81	34.12	15.58	19.48	8.23	6.93	
C25H3.9	458.81	446.26	279.94	208.2	373.34	208.22	
C26B2.11	0	0	0	0	0	0	
C26B2.12	0	0	0	0	0	0	
C26B2.13	0	0	0	0	0	0	
C26B2.2	0	0	0	0	0	0	
C26B2.7	316.14	263.44	275.12	137.92	247.58	151.87	
C26B2.8	0	0	0	0	0	0	
C26B9.1	0.13	3.21	0	0.26	30.44	6.09	
C26B9.10	0	0	0	0	0	0	
C26B9.2	0	0	0	0	0	0	
C26B9.3	0	0	0	0.54	0	19.27	
C26B9.5	0.16	0	0	0.3	0	0	
C26B9.6	0	16.45	0	1.62	0	11.48	
C26B9.7	0	0	0	0	0	0	
C26B9.8	0	0	0	0	0	0	
C26B9.9	0	0	0	0	0	0	
C26C6.10	0	0	0	0	0	0	
C26C6.4	0	0	0	0	0	0	
C26C6.6	0	0	0	0	0	0	
C26C6.8	0	0	0	0	0	0	
C26C6.9	0	0	0	0	0	0	
C26D10.3	2.49	4.65	0.24	22.93	0	36.05	
C26D10.4	0	0	0	0	0	0	
C26D10.6	0	0	0	0	0	0	
C26D10.7	0	0	0	0	0	0	
C26D10.8	0	0	0	0	0	0	
C26E1.1	0	0	0	0	0	0	
C26E1.2	0	0	0	0	0	0	
C26E1.3	0	0	0	0	0	0	
C26E1.4	0	0	0	0	0	0	
C26E1.5	0	0	0	0	0	0	
C26E1.6	0	0	0	0	0	0	
C26E1.7	0	0	0	0	0	0	
C26E6.1	0	0	0	0	0	0	
C26E6.12	133.57	186.22	136.8	81.1	114.06	99.55	
C26E6.13	0	0	0	0	0	0	
C26E6.14	0	0	0	0	0	0	
C26E6.15	0	0	0	0	0	0	
C26E6.16	0	0	0	0	0	0	
C26E6.3	53.46	75.87	19.1	17.83	80.7	27.4	
C26E6.6	83.19	70.98	22.03	59.6	140.77	97.01	
C26F1.1	0	0	0	0	0	0	
C26F1.13	0	0	0	0	0	0	
C26F1.14	0	0	0	0	0	0	
C26F1.3	203.46	252.44	78.99	87.15	202.28	68.7	
C26F1.6	0	0	0	0	0	0	
C26G2.10	0	0	0	0	0	0	
C26G2.2	0	0	0	0	0	0	
C26G2.3	0	0	0	0	0	0	
C26G2.4	0	0	0	0	0	0	
C26G2.5	0	0	0	0	0	0	
C26G2.6	0	0	0	0	0	0	
C26G2.7	0	0	0	0	0	0	
C26G2.8	0	0	0	0	0	0	
C26G2.9	0	0	0	0	0	0	
C26G2.t1	0	0	0	0	0	0	
C26H9A.2	4.56	9.02	2.92	3.13	0	1.61	
C27A12.11	0	0	0	0	0	0	
C27A12.12	0	0	0	0	0	0	
C27A12.2	206.15	156.68	257.73	182.15	178.17	131.46	
C27A12.4	0	0	0	0	0	0	
C27A12.6	247.18	161.66	223.89	145.32	142.94	144.89	
C27A12.7	112.85	169.91	265.87	283.67	262.83	254.1	
